record_id,date,year_month,day_name,machine_id,machine_model,city,payment_method,total_liters_sold,total_gross_sales_mxn,cash_received_mxn,change_given_mxn,estimated_tickets,avg_ticket_mxn,tank_capacity_per_product_l,reorder_point_l,stockout_flag,stockout_minutes_total,service_status,temperature_cdmx_c,is_weekend,notes,data_quality_issue_flag,intentional_issue_type,suggested_outlier_treatment,liters_des,revenue_des_mxn,closing_inventory_des_l,liters_det_ropa,revenue_det_ropa_mxn,closing_inventory_det_ropa_l,liters_det_blanca,revenue_det_blanca_mxn,closing_inventory_det_blanca_l,liters_multi,revenue_multi_mxn,closing_inventory_multi_l,liters_suav,revenue_suav_mxn,closing_inventory_suav_l,liters_lavat,revenue_lavat_mxn,closing_inventory_lavat_l,liters_det_oscura,revenue_det_oscura_mxn,closing_inventory_det_oscura_l,cash_net_mxn,cash_difference_mxn,expected_revenue_des_mxn,expected_revenue_det_ropa_mxn,expected_revenue_det_blanca_mxn,expected_revenue_multi_mxn,expected_revenue_suav_mxn,expected_revenue_lavat_mxn,expected_revenue_det_oscura_mxn,expected_total_gross_sales_mxn,sales_calculation_difference_mxn,analysis_month,total_liters_sold_iqr_outlier,total_gross_sales_mxn_iqr_outlier,cash_received_mxn_iqr_outlier,change_given_mxn_iqr_outlier,estimated_tickets_iqr_outlier,avg_ticket_mxn_iqr_outlier,stockout_minutes_total_iqr_outlier,temperature_cdmx_c_iqr_outlier,total_iqr_outlier_flags,drop_reason,drop_flag,outlier_treatment_decision,total_gross_sales_mxn_treated,total_liters_sold_treated
R000255,2025-09-12,2025-09,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,640,660,20,14,45.71,100,20,False,0,Operational,20.5,False,,False,,No issue,3,90,48,6,120,62,4,100,96,7,105,56,3,75,76,4.0,100,22,2,50,43,640,0,90,120,100,105,75,100.0,50,640.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,640,29
R000256,2025-09-13,2025-09,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,810,0,19,42.63,100,20,False,0,Operational,24.9,True,,False,,No issue,4,120,44,7,140,55,3,75,93,10,150,46,5,125,71,5.0,125,95,3,75,40,810,0,120,140,75,150,125,125.0,75,810.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000257,2025-09-14,2025-09,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,46,1035,1055,20,24,43.12,100,20,False,0,Operational,26.6,True,,False,,No issue,5,150,39,8,160,47,6,150,87,10,150,36,5,125,66,8.0,200,87,4,100,36,1035,0,150,160,150,150,125,200.0,100,1035.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,1035,46
R000258,2025-09-15,2025-09,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,81,1760,1810,50,33,53.33,100,20,False,0,Operational,26.5,False,,False,,No issue,7,210,32,14,280,33,9,225,78,23,345,13,9,225,57,12.0,300,75,7,175,29,1760,0,210,280,225,345,225,300.0,175,1760.0,0.0,2025-09,True,True,True,False,False,False,False,False,3,,False,Keep,1760,81
R000259,2025-09-16,2025-09,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,860,50,19,42.63,100,20,False,0,Operational,24.5,False,,False,,No issue,3,90,29,6,120,27,4,100,74,10,150,90,4,100,53,6.0,150,69,4,100,25,810,0,90,120,100,150,100,150.0,100,810.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000260,2025-09-17,2025-09,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,895,900,5,28,31.96,100,20,False,0,Operational,27.0,False,,False,,No issue,4,120,25,9,180,18,5,125,69,8,120,82,5,125,48,5.0,125,64,4,100,96,895,0,120,180,125,120,125,125.0,100,895.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,895,40
R000261,2025-09-18,2025-09,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,855,855,0,23,37.17,100,20,False,0,Operational,26.1,False,,False,,No issue,4,120,21,8,160,92,5,125,64,10,150,72,5,125,43,4.0,100,60,3,75,93,855,0,120,160,125,150,125,100.0,75,855.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,855,39
R000262,2025-09-19,2025-09,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,955,955,0,18,53.06,100,20,False,0,Operational,14.8,False,,False,,No issue,4,120,96,7,140,85,5,125,59,13,195,59,6,150,37,6.0,150,54,3,75,90,955,0,120,140,125,195,150,150.0,75,955.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,955,44
R000263,2025-09-20,2025-09,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,815,825,10,18,45.28,100,20,False,0,Operational,30.3,True,,False,,No issue,4,120,92,8,160,77,3,75,56,9,135,50,4,100,33,6.0,150,48,3,75,87,815,0,120,160,75,135,100,150.0,75,815.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,815,37
R000264,2025-09-21,2025-09,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,800,800,0,16,50.0,100,20,False,0,Operational,19.3,True,,False,,No issue,4,120,88,7,140,70,3,75,53,6,90,44,5,125,28,6.0,150,42,4,100,83,800,0,120,140,75,90,125,150.0,100,800.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,800,35
R000265,2025-09-22,2025-09,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,895,895,0,30,29.83,100,20,False,0,Operational,15.3,False,,False,,No issue,4,120,84,9,180,61,4,100,49,8,120,36,6,150,22,6.0,150,36,3,75,80,895,0,120,180,100,120,150,150.0,75,895.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,895,40
R000266,2025-09-23,2025-09,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,740,50,13,53.08,100,20,False,0,Operational,30.2,False,,False,,No issue,3,90,81,6,120,55,4,100,45,7,105,29,4,100,96,4.0,100,32,3,75,77,690,0,90,120,100,105,100,100.0,75,690.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,690,31
R000267,2025-09-24,2025-09,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,625,625,0,12,52.08,100,20,False,0,Operational,12.4,False,,False,,No issue,3,90,78,6,120,49,2,50,43,6,90,23,3,75,93,5.0,125,27,3,75,74,625,0,90,120,50,90,75,125.0,75,625.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,625,28
R000268,2025-09-25,2025-09,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,805,810,5,18,44.72,100,20,False,0,Operational,15.5,False,,False,,No issue,3,90,75,7,140,42,4,100,39,10,150,90,5,125,88,4.0,100,23,4,100,70,805,0,90,140,100,150,125,100.0,100,805.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,805,37
R000269,2025-09-26,2025-09,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,690,690,0,17,40.59,100,20,False,0,Operational,18.1,False,,False,,No issue,3,90,72,6,120,36,3,75,36,7,105,83,4,100,84,5.0,125,95,3,75,67,690,0,90,120,75,105,100,125.0,75,690.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,690,31
R000270,2025-09-27,2025-09,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,870,870,0,25,34.8,100,20,False,0,Operational,26.7,True,,False,,No issue,4,120,68,9,180,27,5,125,31,8,120,75,4,100,80,6.0,150,89,3,75,64,870,0,120,180,125,120,100,150.0,75,870.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,870,39
R000271,2025-09-28,2025-09,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1085,1105,20,26,41.73,100,20,False,0,Operational,19.4,True,,False,,No issue,5,150,63,8,160,19,5,125,26,10,150,65,6,150,74,8.0,200,81,6,150,58,1085,0,150,160,125,150,150,200.0,150,1085.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,1085,48
R000272,2025-09-29,2025-09,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,860,870,10,23,37.39,100,20,False,0,Operational,23.9,False,,False,,No issue,3,90,60,7,140,93,4,100,22,12,180,53,5,125,69,6.0,150,75,3,75,55,860,0,90,140,100,180,125,150.0,75,860.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,860,40
R000273,2025-09-30,2025-09,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,675,675,0,15,45.0,100,20,False,0,Operational,30.1,False,,False,,No issue,3,90,57,7,140,86,3,75,19,8,120,45,4,100,65,4.0,100,71,2,50,53,675,0,90,140,75,120,100,100.0,50,675.0,0.0,2025-09,False,False,False,False,False,False,False,False,0,,False,Normal,675,31
R000274,2025-10-01,2025-10,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,775,775,0,22,35.23,100,20,False,0,Operational,25.2,False,,False,,No issue,3,90,54,7,140,79,3,75,97,8,120,37,5,125,60,5.0,125,66,4,100,49,775,0,90,140,75,120,125,125.0,100,775.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,775,35
R000275,2025-10-02,2025-10,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,820,830,10,23,35.65,100,20,False,0,Operational,21.6,False,,False,,No issue,4,120,50,9,180,70,4,100,93,8,120,29,4,100,56,4.0,100,62,4,100,45,820,0,120,180,100,120,100,100.0,100,820.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,820,37
R000276,2025-10-03,2025-10,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,900,900,0,17,52.94,100,20,False,0,Operational,14.0,False,,False,,No issue,4,120,46,9,180,61,4,100,89,10,150,19,4,100,52,6.0,150,56,4,100,41,900,0,120,180,100,150,100,150.0,100,900.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,900,41
R000277,2025-10-04,2025-10,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1070,1070,0,21,50.95,100,20,False,0,Operational,18.6,True,,False,,No issue,5,150,41,8,160,53,6,150,83,9,135,91,5,125,47,9.0,225,47,5,125,36,1070,0,150,160,150,135,125,225.0,125,1070.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,1070,47
R000278,2025-10-05,2025-10,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,740,740,0,22,33.64,100,20,False,0,Operational,28.1,True,,False,,No issue,4,120,37,8,160,45,3,75,80,9,135,82,3,75,44,4.0,100,43,3,75,33,740,0,120,160,75,135,75,100.0,75,740.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,740,34
R000279,2025-10-06,2025-10,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,770,770,0,21,36.67,100,20,False,0,Operational,26.5,False,,False,,No issue,2,60,35,8,160,37,4,100,76,10,150,72,5,125,39,5.0,125,38,2,50,31,770,0,60,160,100,150,125,125.0,50,770.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,770,36
R000280,2025-10-07,2025-10,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,830,20,19,42.63,100,20,False,0,Operational,13.6,False,,False,,No issue,4,120,31,7,140,30,4,100,72,10,150,62,3,75,36,5.0,125,33,4,100,27,810,0,120,140,100,150,75,125.0,100,810.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000281,2025-10-08,2025-10,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,720,720,0,14,51.43,100,20,False,0,Operational,14.7,False,,False,,No issue,3,90,28,7,140,23,4,100,68,6,90,56,4,100,32,5.0,125,28,3,75,97,720,0,90,140,100,90,100,125.0,75,720.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,720,32
R000282,2025-10-09,2025-10,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,775,825,50,14,55.36,100,20,False,0,Operational,21.8,False,,False,,No issue,4,120,24,6,120,94,4,100,64,9,135,47,4,100,28,5.0,125,23,3,75,94,775,0,120,120,100,135,100,125.0,75,775.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,775,35
R000283,2025-10-10,2025-10,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,735,735,0,15,49.0,100,20,False,0,Operational,20.3,False,,False,,No issue,3,90,21,7,140,87,4,100,60,7,105,40,5,125,23,4.0,100,96,3,75,91,735,0,90,140,100,105,125,100.0,75,735.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,735,33
R000284,2025-10-11,2025-10,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,890,890,0,20,44.5,100,20,False,0,Operational,18.8,True,,False,,No issue,3,90,97,8,160,79,3,75,57,11,165,29,6,150,94,7.0,175,89,3,75,88,890,0,90,160,75,165,150,175.0,75,890.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,890,41
R000285,2025-10-12,2025-10,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,975,975,0,36,27.08,100,20,False,0,Operational,12.8,True,,False,,No issue,3,90,94,8,160,71,6,150,51,10,150,19,5,125,89,8.0,200,81,4,100,84,975,0,90,160,150,150,125,200.0,100,975.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,975,44
R000286,2025-10-13,2025-10,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,680,685,5,21,32.38,100,20,False,0,Operational,17.0,False,,False,,No issue,3,90,91,6,120,65,4,100,47,8,120,92,3,75,86,5.0,125,76,2,50,82,680,0,90,120,100,120,75,125.0,50,680.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,680,31
R000287,2025-10-14,2025-10,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,30,655,655,0,16,40.94,100,20,False,0,Operational,29.0,False,,False,,No issue,3,90,88,6,120,59,3,75,44,8,120,84,3,75,83,4.0,100,72,3,75,79,655,0,90,120,75,120,75,100.0,75,655.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,655,30
R000288,2025-10-15,2025-10,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,38,860,910,50,16,53.75,100,20,False,0,Operational,17.4,False,,False,,No issue,4,120,84,8,160,51,5,125,39,7,105,77,4,100,79,6.0,150,66,4,100,75,860,0,120,160,125,105,100,150.0,100,860.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,860,38
R000289,2025-10-16,2025-10,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,900,950,50,16,56.25,100,20,False,0,Operational,18.1,False,,False,,No issue,5,150,79,7,140,44,5,125,34,9,135,68,5,125,74,5.0,125,61,4,100,71,900,0,150,140,125,135,125,125.0,100,900.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,900,40
R000290,2025-10-17,2025-10,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,925,935,10,25,37.0,100,20,False,0,Operational,20.7,False,,False,,No issue,3,90,76,10,200,34,4,100,30,9,135,59,5,125,69,7.0,175,54,4,100,67,925,0,90,200,100,135,125,175.0,100,925.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,925,42
R000291,2025-10-18,2025-10,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1070,1070,0,20,53.5,100,20,False,0,Operational,28.2,True,,False,,No issue,5,150,71,8,160,26,6,150,24,9,135,50,6,150,63,9.0,225,45,4,100,63,1070,0,150,160,150,135,150,225.0,100,1070.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,1070,47
R000292,2025-10-19,2025-10,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,890,890,0,26,34.23,100,20,False,0,Operational,29.9,True,,False,,No issue,4,120,67,7,140,19,5,125,95,7,105,43,5,125,58,7.0,175,38,4,100,59,890,0,120,140,125,105,125,175.0,100,890.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,890,39
R000293,2025-10-20,2025-10,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,735,745,10,18,40.83,100,20,False,0,Operational,21.2,False,,False,,No issue,3,90,64,7,140,93,4,100,91,7,105,36,5,125,53,4.0,100,34,3,75,56,735,0,90,140,100,105,125,100.0,75,735.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,735,33
R000294,2025-10-21,2025-10,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,785,790,5,19,41.32,100,20,False,0,Operational,23.5,False,,False,,No issue,4,120,60,8,160,85,4,100,87,7,105,29,4,100,49,5.0,125,29,3,75,53,785,0,120,160,100,105,100,125.0,75,785.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,785,35
R000295,2025-10-22,2025-10,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,29,640,640,0,19,33.68,100,20,False,0,Operational,21.7,False,,False,,No issue,2,60,58,5,100,80,3,75,84,7,105,22,4,100,45,5.0,125,24,3,75,50,640,0,60,100,75,105,100,125.0,75,640.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,640,29
R000296,2025-10-23,2025-10,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,36,785,795,10,22,35.68,100,20,False,0,Operational,19.0,False,,False,,No issue,3,90,55,6,120,74,4,100,80,10,150,90,4,100,41,6.0,150,94,3,75,47,785,0,90,120,100,150,100,150.0,75,785.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,785,36
R000297,2025-10-24,2025-10,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,33,725,725,0,16,45.31,100,20,False,0,Operational,14.9,False,,False,,No issue,3,90,52,7,140,67,4,100,76,8,120,82,4,100,37,5.0,125,89,2,50,45,725,0,90,140,100,120,100,125.0,50,725.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,725,33
R000298,2025-10-25,2025-10,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,51,1135,1135,0,21,54.05,100,20,False,0,Operational,28.3,True,,False,,No issue,4,120,48,10,200,57,5,125,71,11,165,71,8,200,29,9.0,225,80,4,100,41,1135,0,120,200,125,165,200,225.0,100,1135.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,1135,51
R000299,2025-10-26,2025-10,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,810,820,10,29,27.93,100,20,False,0,Operational,23.7,True,,False,,No issue,4,120,44,7,140,50,4,100,67,10,150,61,4,100,25,5.0,125,75,3,75,38,810,0,120,140,100,150,100,125.0,75,810.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,810,37
R000300,2025-10-27,2025-10,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,890,900,10,20,44.5,100,20,False,0,Operational,20.5,False,,False,,No issue,4,120,40,8,160,42,4,100,63,9,135,52,6,150,94,5.0,125,70,4,100,34,890,0,120,160,100,135,150,125.0,100,890.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,890,40
R000301,2025-10-28,2025-10,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,895,895,0,23,38.91,100,20,False,0,Operational,15.8,False,,False,,No issue,3,90,37,9,180,33,4,100,59,10,150,42,6,150,88,6.0,150,64,3,75,31,895,0,90,180,100,150,150,150.0,75,895.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,895,41
R000302,2025-10-29,2025-10,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,27,600,650,50,21,28.57,100,20,False,0,Operational,23.5,False,,False,,No issue,2,60,35,5,100,28,3,75,56,6,90,36,3,75,85,5.0,125,59,3,75,28,600,0,60,100,75,90,75,125.0,75,600.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,600,27
R000303,2025-10-30,2025-10,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,930,950,20,20,46.5,100,20,False,0,Operational,21.6,False,,False,,No issue,4,120,31,10,200,18,4,100,52,9,135,27,5,125,80,6.0,150,53,4,100,24,930,0,120,200,100,135,125,150.0,100,930.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,930,42
R000304,2025-10-31,2025-10,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,40,875,875,0,21,41.67,100,20,False,0,Operational,14.2,False,,False,,No issue,3,90,28,8,160,92,4,100,48,10,150,17,5,125,75,7.0,175,46,3,75,21,875,0,90,160,100,150,125,175.0,75,875.0,0.0,2025-10,False,False,False,False,False,False,False,False,0,,False,Normal,875,40
R000305,2025-11-01,2025-11,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,47,1040,1040,0,33,31.52,100,20,False,0,Operational,17.1,True,,False,,No issue,5,150,23,10,200,82,5,125,43,11,165,89,6,150,69,6.0,150,40,4,100,96,1040,0,150,200,125,165,150,150.0,100,1040.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,1040,47
R000306,2025-11-02,2025-11,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,980,1030,50,32,30.62,100,20,False,0,Operational,13.8,True,,False,,No issue,4,120,96,8,160,74,5,125,38,10,150,79,5,125,64,8.0,200,32,4,100,92,980,0,120,160,125,150,125,200.0,100,980.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,980,44
R000307,2025-11-03,2025-11,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,34,755,775,20,15,50.33,100,20,False,0,Operational,16.0,False,,False,,No issue,3,90,93,6,120,68,4,100,34,8,120,71,4,100,60,6.0,150,26,3,75,89,755,0,90,120,100,120,100,150.0,75,755.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,755,34
R000308,2025-11-04,2025-11,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,39,850,850,0,27,31.48,100,20,False,0,Operational,24.2,False,,False,,No issue,4,120,89,7,140,61,3,75,31,11,165,60,5,125,55,5.0,125,21,4,100,85,850,0,120,140,75,165,125,125.0,100,850.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,850,39
R000309,2025-11-05,2025-11,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,28,635,635,0,12,52.92,100,20,False,0,Operational,25.8,False,,False,,No issue,3,90,86,6,120,55,3,75,28,5,75,55,4,100,51,4.0,100,96,3,75,82,635,0,90,120,75,75,100,100.0,75,635.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,635,28
R000310,2025-11-06,2025-11,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,910,960,50,28,32.5,100,20,False,0,Operational,24.4,False,,False,,No issue,3,90,83,10,200,45,4,100,24,8,120,47,6,150,45,5.0,125,91,5,125,77,910,0,90,200,100,120,150,125.0,125,910.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,910,41
R000311,2025-11-07,2025-11,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,35,765,785,20,18,42.5,100,20,False,0,Operational,17.1,False,,False,,No issue,3,90,80,7,140,38,4,100,96,9,135,38,3,75,42,6.0,150,85,3,75,74,765,0,90,140,100,135,75,150.0,75,765.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,765,35
R000312,2025-11-08,2025-11,Saturday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,48,1070,1080,10,33,32.42,100,20,False,0,Operational,28.1,True,,False,,No issue,5,150,75,9,180,29,6,150,90,11,165,27,7,175,35,7.0,175,78,3,75,71,1070,0,150,180,150,165,175,175.0,75,1070.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,1070,48
R000313,2025-11-09,2025-11,Sunday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,37,815,820,5,21,38.81,100,20,False,0,Operational,20.7,True,,False,,No issue,3,90,72,7,140,22,4,100,86,9,135,91,5,125,30,6.0,150,72,3,75,68,815,0,90,140,100,135,125,150.0,75,815.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,815,37
R000314,2025-11-10,2025-11,Monday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,44,970,990,20,36,26.94,100,20,False,0,Operational,26.9,False,,False,,No issue,4,120,68,10,200,90,4,100,82,10,150,81,5,125,25,7.0,175,65,4,100,64,970,0,120,200,100,150,125,175.0,100,970.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,970,44
R000315,2025-11-11,2025-11,Tuesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,41,890,895,5,25,35.6,100,20,False,0,Operational,19.5,False,,False,,No issue,4,120,64,9,180,81,4,100,78,11,165,70,5,125,20,5.0,125,60,3,75,61,890,0,120,180,100,165,125,125.0,75,890.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,890,41
R000316,2025-11-12,2025-11,Wednesday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,32,710,710,0,23,30.87,100,20,False,0,Operational,12.3,False,,False,,No issue,3,90,61,7,140,74,3,75,75,7,105,63,5,125,95,4.0,100,56,3,75,58,710,0,90,140,75,105,125,100.0,75,710.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,710,32
R000317,2025-11-13,2025-11,Thursday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,31,675,675,0,21,32.14,100,20,False,0,Operational,23.2,False,,False,,No issue,2,60,59,6,120,68,4,100,71,8,120,55,3,75,92,6.0,150,50,2,50,56,675,0,60,120,100,120,75,150.0,50,675.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,675,31
R000318,2025-11-14,2025-11,Friday,CDMX-VM-001,GenkiClean Vending 7x100L,CDMX,Efectivo,42,940,990,50,23,40.87,100,20,False,0,Operational,26.8,False,,False,,No issue,4,120,55,8,160,60,4,100,67,9,135,46,6,150,86,7.0,175,43,4,100,52,940,0,120,160,100,135,150,175.0,100,940.0,0.0,2025-11,False,False,False,False,False,False,False,False,0,,False,Normal,940,42
